iter	Passed	Remaining
3221	109780	26508
3222	109814	26474
3223	109849	26440
3224	109884	26406
3225	109920	26372
3226	109953	26338
3227	109984	26303
3228	110017	26269
3229	110050	26234
3230	110084	26200
3231	110117	26166
3232	110147	26131
3233	110183	26097
3234	110227	26066
3235	110266	26033
3236	110304	26000
3237	110337	25965
3238	110372	25931
3239	110406	25897
3240	110450	25866
3241	110483	25831
3242	110515	25797
3243	110547	25762
3244	110580	25728
3245	110610	25693
3246	110639	25657
3247	110674	25624
3248	110709	25590
3249	110740	25555
3250	110773	25521
3251	110803	25486
3252	110835	25451
3253	110866	25416
3254	110902	25383
3255	110936	25349
3256	110967	25314
3257	110994	25278
3258	111024	25243
3259	111057	25209
3260	111092	25175
3261	111122	25140
3262	111159	25107
3263	111196	25073
3264	111233	25040
3265	111268	25006
3266	111307	24973
3267	111340	24939
3268	111372	24904
3269	111405	24870
3270	111438	24836
3271	111472	24802
3272	111507	24768
3273	111546	24735
3274	111576	24700
3275	111606	24665
3276	111638	24630
3277	111674	24597
3278	111706	24562
3279	111740	24528
3280	111772	24493
3281	111799	24458
3282	111825	24422
3283	111853	24387
3284	111881	24351
3285	111912	24316
3286	111940	24281
3287	111967	24245
3288	111996	24210
3289	112022	24174
3290	112048	24139
3291	112077	24104
3292	112109	24069
3293	112137	24034
3294	112164	23998
3295	112194	23963
3296	112220	23928
3297	112247	23892
3298	112275	23857
3299	112303	23821
3300	112330	23786
3301	112358	23751
3302	112384	23715
3303	112409	23679
3304	112437	23644
3305	112463	23608
3306	112498	23574
3307	112526	23539
3308	112553	23503
3309	112579	23468
3310	112606	23432
3311	112631	23396
3312	112659	23361
3313	112692	23327
3314	112726	23293
3315	112759	23259
3316	112789	23224
3317	112818	23189
3318	112848	23154
3319	112878	23119
3320	112910	23085
3321	112941	23050
3322	112967	23015
3323	112992	22979
3324	113018	22943
3325	113045	22908
3326	113071	22872
3327	113097	22836
3328	113124	22801
3329	113156	22767
3330	113185	22732
3331	113213	22696
3332	113243	22662
3333	113275	22628
3334	113307	22593
3335	113340	22559
3336	113373	22525
3337	113403	22490
3338	113432	22455
3339	113462	22420
3340	113490	22385
3341	113520	22350
3342	113554	22316
3343	113586	22282
3344	113619	22248
3345	113654	22214
3346	113689	22180
3347	113722	22146
3348	113759	22113
3349	113795	22079
3350	113827	22045
3351	113857	22010
3352	113888	21976
3353	113918	21941
3354	113951	21907
3355	113986	21873
3356	114021	21839
3357	114052	21805
3358	114078	21769
3359	114104	21734
3360	114130	21698
3361	114158	21663
3362	114189	21629
3363	114218	21594
3364	114245	21558
3365	114271	21523
3366	114298	21488
3367	114324	21452
3368	114352	21417
3369	114380	21382
3370	114410	21347
3371	114437	21312
3372	114462	21277
3373	114490	21242
3374	114516	21206
3375	114541	21171
3376	114569	21136
3377	114599	21101
3378	114625	21066
3379	114651	21030
3380	114680	20995
3381	114707	20960
3382	114733	20925
3383	114759	20890
3384	114787	20855
3385	114816	20820
3386	114841	20784
3387	114867	20749
3388	114892	20713
3389	114920	20678
3390	114946	20643
3391	114976	20608
3392	115010	20575
3393	115035	20539
3394	115061	20504
3395	115090	20469
3396	115121	20435
3397	115153	20400
3398	115184	20366
3399	115220	20333
3400	115250	20298
3401	115281	20263
3402	115311	20229
3403	115342	20195
3404	115368	20159
3405	115397	20125
3406	115428	20090
3407	115454	20055
3408	115481	20020
3409	115508	19985
3410	115532	19949
3411	115557	19914
3412	115583	19879
3413	115611	19844
3414	115641	19809
3415	115669	19774
3416	115697	19740
3417	115724	19704
3418	115750	19669
3419	115775	19634
3420	115803	19599
3421	115836	19565
3422	115867	19531
3423	115893	19496
3424	115920	19461
3425	115946	19425
3426	115972	19390
3427	115997	19355
3428	116032	19321
3429	116064	19287
3430	116094	19253
3431	116125	19218
3432	116159	19185
3433	116190	19150
3434	116217	19115
3435	116244	19080
3436	116276	19046
3437	116303	19011
3438	116331	18976
3439	116357	18941
3440	116384	18906
3441	116410	18871
3442	116435	18836
3443	116465	18802
3444	116493	18767
3445	116520	18732
3446	116546	18697
3447	116571	18662
3448	116596	18627
3449	116621	18591
3450	116646	18556
3451	116674	18521
3452	116711	18488
3453	116742	18454
3454	116776	18420
3455	116807	18386
3456	116832	18351
3457	116857	18316
3458	116887	18281
3459	116921	18247
3460	116951	18213
3461	116981	18179
3462	117012	18144
3463	117041	18110
3464	117068	18075
3465	117102	18041
3466	117138	18008
3467	117169	17974
3468	117201	17940
3469	117237	17906
3470	117269	17872
3471	117301	17838
3472	117336	17804
3473	117368	17770
3474	117399	17736
3475	117431	17702
3476	117462	17668
3477	117495	17634
3478	117530	17600
3479	117567	17567
3480	117602	17533
3481	117636	17500
3482	117671	17466
3483	117711	17433
3484	117746	17400
3485	117777	17365
3486	117813	17332
3487	117846	17298
3488	117877	17264
3489	117912	17230
3490	117948	17197
3491	117980	17163
3492	118013	17129
3493	118045	17095
3494	118075	17060
3495	118106	17026
3496	118139	16992
3497	118171	16958
3498	118203	16924
3499	118239	16891
3500	118269	16856
3501	118297	16822
3502	118331	16788
3503	118364	16754
3504	118397	16720
3505	118427	16686
3506	118458	16652
3507	118495	16619
3508	118532	16585
3509	118569	16552
3510	118604	16518
3511	118636	16484
3512	118666	16450
3513	118702	16417
3514	118736	16383
3515	118767	16349
3516	118792	16314
3517	118820	16279
3518	118849	16245
3519	118881	16211
3520	118914	16177
3521	118945	16143
3522	118979	16109
3523	119011	16075
3524	119045	16041
3525	119074	16007
3526	119108	15973
3527	119144	15939
3528	119175	15905
3529	119208	15871
3530	119239	15837
3531	119271	15803
3532	119301	15769
3533	119343	15736
3534	119374	15702
3535	119402	15668
3536	119427	15633
3537	119453	15598
3538	119478	15563
3539	119511	15529
3540	119544	15495
3541	119576	15461
3542	119606	15427
3543	119638	15393
3544	119668	15359
3545	119702	15325
3546	119736	15291
3547	119769	15258
3548	119799	15223
3549	119831	15189
3550	119862	15155
3551	119895	15122
3552	119928	15088
3553	119963	15054
3554	119998	15020
3555	120031	14987
3556	120064	14953
3557	120098	14919
3558	120134	14886
3559	120181	14853
3560	120218	14820
3561	120248	14786
3562	120278	14752
3563	120308	14717
3564	120345	14684
3565	120380	14650
3566	120410	14616
3567	120441	14582
3568	120474	14548
3569	120505	14514
3570	120536	14480
3571	120571	14446
3572	120602	14412
3573	120634	14378
3574	120666	14344
3575	120701	14311
3576	120737	14277
3577	120769	14243
3578	120803	14210
3579	120836	14176
3580	120867	14142
3581	120895	14107
3582	120931	14074
3583	120966	14040
3584	121003	14007
3585	121037	13973
3586	121063	13939
3587	121091	13904
3588	121125	13870
3589	121158	13837
3590	121194	13803
3591	121225	13769
3592	121260	13735
3593	121291	13701
3594	121323	13667
3595	121355	13633
3596	121389	13600
3597	121421	13566
3598	121453	13532
3599	121483	13498
3600	121516	13464
3601	121557	13431
3602	121589	13397
3603	121615	13362
3604	121640	13328
3605	121665	13293
3606	121698	13259
3607	121726	13225
3608	121756	13191
3609	121789	13157
3610	121821	13123
3611	121853	13089
3612	121884	13055
3613	121914	13021
3614	121941	12986
3615	121975	12953
3616	122008	12919
3617	122039	12885
3618	122069	12851
3619	122099	12817
3620	122129	12782
3621	122158	12748
3622	122192	12715
3623	122226	12681
3624	122255	12647
3625	122287	12613
3626	122317	12579
3627	122347	12545
3628	122380	12511
3629	122418	12477
3630	122451	12444
3631	122484	12410
3632	122518	12376
3633	122551	12342
3634	122586	12309
3635	122626	12276
3636	122659	12242
3637	122691	12208
3638	122721	12174
3639	122750	12140
3640	122780	12106
3641	122811	12072
3642	122842	12038
3643	122874	12004
3644	122903	11970
3645	122930	11935
3646	122960	11901
3647	122989	11867
3648	123020	11833
3649	123049	11799
3650	123079	11765
3651	123107	11730
3652	123134	11696
3653	123165	11662
3654	123195	11628
3655	123227	11594
3656	123260	11560
3657	123288	11526
3658	123315	11492
3659	123344	11458
3660	123374	11424
3661	123401	11389
3662	123426	11355
3663	123456	11321
3664	123486	11287
3665	123511	11252
3666	123537	11218
3667	123563	11184
3668	123587	11149
3669	123614	11115
3670	123639	11080
3671	123675	11047
3672	123705	11013
3673	123730	10978
3674	123755	10944
3675	123780	10909
3676	123805	10875
3677	123829	10840
3678	123854	10806
3679	123880	10772
3680	123912	10738
3681	123937	10704
3682	123963	10669
3683	123988	10635
3684	124013	10600
3685	124038	10566
3686	124064	10532
3687	124091	10497
3688	124122	10464
3689	124149	10429
3690	124176	10395
3691	124201	10361
3692	124226	10327
3693	124251	10292
3694	124277	10258
3695	124308	10224
3696	124339	10190
3697	124370	10156
3698	124399	10122
3699	124425	10088
3700	124456	10054
3701	124484	10020
3702	124514	9986
3703	124550	9953
3704	124579	9919
3705	124608	9885
3706	124637	9851
3707	124667	9817
3708	124700	9783
3709	124737	9750
3710	124774	9716
3711	124807	9683
3712	124838	9649
3713	124872	9615
3714	124904	9582
3715	124940	9548
3716	124979	9515
3717	125010	9481
3718	125042	9447
3719	125071	9413
3720	125100	9380
3721	125126	9345
3722	125158	9312
3723	125195	9278
3724	125230	9245
3725	125263	9211
3726	125295	9177
3727	125324	9143
3728	125355	9110
3729	125389	9076
3730	125422	9042
3731	125451	9008
3732	125479	8974
3733	125508	8940
3734	125539	8907
3735	125569	8873
3736	125602	8839
3737	125637	8806
3738	125674	8772
3739	125709	8739
3740	125742	8705
3741	125775	8671
3742	125810	8638
3743	125844	8604
3744	125875	8570
3745	125905	8537
3746	125935	8503
3747	125966	8469
3748	125998	8435
3749	126032	8402
3750	126065	8368
3751	126096	8334
3752	126131	8301
3753	126163	8267
3754	126196	8233
3755	126230	8200
3756	126262	8166
3757	126296	8132
3758	126327	8099
3759	126361	8065
3760	126391	8031
3761	126424	7998
3762	126458	7964
3763	126489	7930
3764	126520	7897
3765	126549	7863
3766	126581	7829
3767	126611	7795
3768	126647	7762
3769	126684	7728
3770	126715	7694
3771	126742	7661
3772	126772	7627
3773	126801	7593
3774	126832	7559
3775	126869	7526
3776	126903	7492
3777	126935	7458
3778	126965	7425
3779	126994	7391
3780	127025	7357
3781	127054	7323
3782	127091	7290
3783	127123	7256
3784	127159	7223
3785	127194	7189
3786	127226	7155
3787	127257	7122
3788	127292	7088
3789	127329	7055
3790	127362	7021
3791	127397	6988
3792	127429	6954
3793	127460	6920
3794	127492	6886
3795	127525	6853
3796	127556	6819
3797	127581	6785
3798	127607	6751
3799	127641	6717
3800	127667	6684
3801	127695	6650
3802	127725	6616
3803	127757	6582
3804	127787	6548
3805	127819	6515
3806	127844	6481
3807	127872	6447
3808	127903	6413
3809	127933	6379
3810	127958	6345
3811	127985	6311
3812	128012	6278
3813	128037	6244
3814	128063	6210
3815	128094	6176
3816	128132	6143
3817	128171	6109
3818	128203	6076
3819	128236	6042
3820	128266	6008
3821	128298	5975
3822	128331	5941
3823	128365	5908
3824	128390	5874
3825	128416	5840
3826	128441	5806
3827	128466	5772
3828	128494	5738
3829	128527	5704
3830	128559	5671
3831	128590	5637
3832	128622	5603
3833	128654	5570
3834	128688	5536
3835	128721	5503
3836	128754	5469
3837	128783	5435
3838	128813	5402
3839	128842	5368
3840	128873	5334
3841	128906	5301
3842	128939	5267
3843	128971	5234
3844	129001	5200
3845	129032	5166
3846	129062	5132
3847	129093	5099
3848	129127	5065
3849	129161	5032
3850	129193	4998
3851	129224	4965
3852	129258	4931
3853	129287	4897
3854	129320	4864
3855	129352	4830
3856	129388	4797
3857	129418	4763
3858	129448	4729
3859	129479	4696
3860	129509	4662
3861	129541	4628
3862	129577	4595
3863	129611	4561
3864	129647	4528
3865	129682	4494
3866	129717	4461
3867	129753	4428
3868	129790	4394
3869	129825	4361
3870	129859	4327
3871	129888	4293
3872	129921	4260
3873	129957	4226
3874	129989	4193
3875	130020	4159
3876	130050	4125
3877	130078	4092
3878	130107	4058
3879	130139	4024
3880	130169	3991
3881	130204	3957
3882	130236	3924
3883	130265	3890
3884	130298	3856
3885	130328	3823
3886	130359	3789
3887	130397	3756
3888	130431	3722
3889	130457	3689
3890	130486	3655
3891	130517	3621
3892	130550	3588
3893	130589	3554
3894	130624	3521
3895	130660	3487
3896	130693	3454
3897	130722	3420
3898	130751	3386
3899	130783	3353
3900	130813	3319
3901	130846	3286
3902	130877	3252
3903	130908	3219
3904	130936	3185
3905	130971	3151
3906	131006	3118
3907	131037	3084
3908	131068	3051
3909	131098	3017
3910	131131	2984
3911	131163	2950
3912	131196	2916
3913	131229	2883
3914	131260	2849
3915	131292	2816
3916	131324	2782
3917	131352	2749
3918	131382	2715
3919	131416	2681
3920	131446	2648
3921	131474	2614
3922	131504	2581
3923	131533	2547
3924	131565	2513
3925	131603	2480
3926	131638	2447
3927	131668	2413
3928	131698	2379
3929	131735	2346
3930	131772	2312
3931	131820	2279
3932	131869	2246
3933	131913	2213
3934	131956	2179
3935	132027	2146
3936	132095	2113
3937	132144	2080
3938	132184	2047
3939	132217	2013
3940	132253	1979
3941	132288	1946
3942	132321	1912
3943	132359	1879
3944	132390	1845
3945	132420	1812
3946	132455	1778
3947	132485	1744
3948	132521	1711
3949	132576	1678
3950	132610	1644
3951	132643	1611
3952	132676	1577
3953	132707	1543
3954	132747	1510
3955	132779	1476
3956	132814	1443
3957	132864	1409
3958	132902	1376
3959	132940	1342
3960	132984	1309
3961	133020	1275
3962	133056	1242
3963	133094	1208
3964	133133	1175
3965	133172	1141
3966	133206	1108
3967	133242	1074
3968	133272	1040
3969	133301	1007
3970	133334	973
3971	133367	940
3972	133399	906
3973	133428	872
3974	133460	839
3975	133494	805
3976	133529	772
3977	133566	738
3978	133603	705
3979	133639	671
3980	133670	637
3981	133702	604
3982	133739	570
3983	133776	537
3984	133807	503
3985	133836	470
3986	133868	436
3987	133899	402
3988	133940	369
3989	133985	335
3990	134025	302
3991	134068	268
3992	134103	235
3993	134139	201
3994	134177	167
3995	134208	134
3996	134239	100
3997	134271	67
3998	134303	33
3999	134333	0
